id;city;city_ascii;country;admin_name
47116;Laç?n;Lacin;Azerbaijan;Laç?n
47117;Radenci;Radenci;Slovenia;Radenci
47118;Vianden;Vianden;Luxembourg;Vianden
47119;Totness;Totness;Suriname;Coronie
47120;Cidade Velha;Cidade Velha;Cabo Verde;Ribeira Grande de Santiago
47121;Acquaviva;Acquaviva;San Marino;Acquaviva
47122;Pozo Colorado;Pozo Colorado;Paraguay;Presidente Hayes
47123;Baures;Baures;Bolivia;El Beni
47124;Safi;Safi;Malta;Safi
47125;Apolo;Apolo;Bolivia;La Paz
47126;Sannat;Sannat;Malta;Sannat
47127;Spodnje Ho?e;Spodnje Hoce;Slovenia;Ho?e-Slivnica
47128;Funadhoo;Funadhoo;Maldives;Miladhunmadulu Uthuruburi
47129;Vipava;Vipava;Slovenia;Vipava
47130;Same;Same;Timor-Leste;Manufahi
47131;Esperance;Esperance;Australia;Western Australia
47132;Pivka;Pivka;Slovenia;Pivka
47133;Omboué;Omboue;Gabon;Ogooué-Maritime
47134;Mozirje;Mozirje;Slovenia;Mozirje
47135;Manadhoo;Manadhoo;Maldives;Miladhunmadulu Dhekunuburi
47136;Evensk;Evensk;Russia;Magadanskaya Oblast’
47137;Pukekohe East;Pukekohe East;New Zealand;Auckland
47138;Waitakere;Waitakere;New Zealand;Auckland
47139;Waitangi;Waitangi;New Zealand;Chatham Islands
47140;Semi?;Semic;Slovenia;Semi?
47141;Ambrolauri;Ambrolauri;Georgia;Rach’a-Lechkhumi da Kvemo Svaneti
47142;Damongo;Damongo;Ghana;Savannah
47143;Konza;Konza;Kenya;Machakos
47144;Altata;Altata;Mexico;Sinaloa
47145;Heyd?rabad;Heydarabad;Azerbaijan;S?d?r?k
47146;Djibloho;Djibloho;Equatorial Guinea;Djibloho
47147;Sofifi;Sofifi;Indonesia;Maluku Utara
47148;Afega;Afega;Samoa;Tuamasaga
47149;Rade?e;Radece;Slovenia;Rade?e
47150;Valandovo;Valandovo;North Macedonia;Valandovo
47151;Lovrenc na Pohorju;Lovrenc na Pohorju;Slovenia;Lovrenc na Pohorju
47152;Capellen;Capellen;Luxembourg;Capellen
47153;Tasiilaq;Tasiilaq;Greenland;Sermersooq
47154;Scottsdale;Scottsdale;Australia;Tasmania
47155;Ormož;Ormoz;Slovenia;Ormož
47156;Borgarnes;Borgarnes;Iceland;Borgarbyggð
47157;Katwe;Katwe;Uganda;Kasese
47158;Straža;Straza;Slovenia;Straža
47159;Ker?em;Kercem;Malta;Ker?em
47160;Žabljak;Zabljak;Montenegro;Žabljak
47161;Abunã;Abuna;Brazil;Rondônia
47162;Amudat;Amudat;Uganda;Amudat
47163;Mount Barker;Mount Barker;Australia;Western Australia
47164;Philipsburg;Philipsburg;Sint Maarten;
47165;Maitland;Maitland;Australia;New South Wales
47166;Taedong;Taedong;Korea, North;P’y?ngbuk
47167;Krivogaštani;Krivogastani;North Macedonia;Krivogaštani
47168;Mislinja;Mislinja;Slovenia;Mislinja
47169;Beringovskiy;Beringovskiy;Russia;Chukotskiy Avtonomnyy Okrug
47170;Balak?n;Balakan;Azerbaijan;Balak?n
47171;Ta’ Xbiex;Ta' Xbiex;Malta;Ta’ Xbiex
47172;Novyy Port;Novyy Port;Russia;Yamalo-Nenetskiy Avtonomnyy Okrug
47173;Naklo;Naklo;Slovenia;Naklo
47174;Queenstown;Queenstown;Australia;Tasmania
47175;Bohinjska Bistrica;Bohinjska Bistrica;Slovenia;Bohinj
47176;Nokaneng;Nokaneng;Botswana;North West
47177;Šmarje;Smarje;Slovenia;Šmarje pri Jelšah
47178;Longyearbyen;Longyearbyen;Svalbard;
47179;Nasir;Nasir;South Sudan;Upper Nile
47180;Partesh;Partesh;Kosovo;Partesh
47181;Diva?a;Divaca;Slovenia;Diva?a
47182;Xg?ajra;Xghajra;Malta;Xg?ajra
47183;Cerklje na Gorenjskem;Cerklje na Gorenjskem;Slovenia;Cerklje na Gorenjskem
47184;Vodice;Vodice;Slovenia;Vodice
47185;Varak??ni;Varaklani;Latvia;Varak??ni
47186;Spodnji Duplek;Spodnji Duplek;Slovenia;Duplek
47187;Peh?evo;Pehcevo;North Macedonia;Peh?evo
47188;Ropaži;Ropazi;Latvia;Ropaži
47189;Gusinje;Gusinje;Montenegro;Gusinje
47190;Tabor;Tabor;Slovenia;Tabor
47191;Gamprin;Gamprin;Liechtenstein;Gamprin
47192;P?r?n;Parun;Afghanistan;N?rist?n
47193;Puerto Williams;Puerto Williams;Chile;Magallanes y de la Antártica Chilena
47194;Cuevo;Cuevo;Bolivia;Santa Cruz
47195;Capitán Pablo Lagerenza;Capitan Pablo Lagerenza;Paraguay;Alto Paraguay
47196;Odranci;Odranci;Slovenia;Odranci
47197;Lifford;Lifford;Ireland;Donegal
47198;Prebold;Prebold;Slovenia;Prebold
47199;Flying Fish Cove;Flying Fish Cove;Christmas Island;
47200;Zgornja Kungota;Zgornja Kungota;Slovenia;Kungota
47201;X?z?;Xizi;Azerbaijan;X?z?
47202;Bovec;Bovec;Slovenia;Bovec
47203;Plasnica;Plasnica;North Macedonia;Plasnica
47204;Chiradzulu;Chiradzulu;Malawi;Chiradzulu
47205;Alto Río Senguer;Alto Rio Senguer;Argentina;Chubut
47206;Sierra Colorada;Sierra Colorada;Argentina;Río Negro
47207;Rogatec;Rogatec;Slovenia;Rogatec
47208;G?arb;Gharb;Malta;G?arb
47209;Iracoubo;Iracoubo;French Guiana;
47210;Bourke;Bourke;Australia;New South Wales
47211;Zrnovci;Zrnovci;North Macedonia;Zrnovci
47212;Oktyabr’skiy;Oktyabr'skiy;Russia;Kamchatskiy Kray
47213;Kipili;Kipili;Tanzania;Rukwa
47214;Ungoofaaru;Ungoofaaru;Maldives;Maalhosmadulu Uthuruburi
47215;Vuzenica;Vuzenica;Slovenia;Vuzenica
47216;Ust’-Kuyga;Ust'-Kuyga;Russia;Sakha (Yakutiya)
47217;Eldikan;Eldikan;Russia;Sakha (Yakutiya)
47218;Tumby Bay;Tumby Bay;Australia;South Australia
47219;Turniš?e;Turnisce;Slovenia;Turniš?e
47220;Miren;Miren;Slovenia;Miren-Kostanjevica
47221;Chibemba;Chibemba;Angola;Huíla
47222;Alexander Bay;Alexander Bay;South Africa;Northern Cape
47223;Halls Creek;Halls Creek;Australia;Western Australia
47224;Tajarh?;Tajarhi;Libya;Murzuq
47225;Artëmovsk;Artemovsk;Russia;Krasnoyarskiy Kray
47226;Nova Crnja;Nova Crnja;Serbia;Nova Crnja
47227;Lokwabe;Lokwabe;Botswana;Kgalagadi
47228;Clervaux;Clervaux;Luxembourg;Clervaux
47229;Dragomer;Dragomer;Slovenia;Log-Dragomer
47230;Munxar;Munxar;Malta;Munxar
47231;Kranjska Gora;Kranjska Gora;Slovenia;Kranjska Gora
47232;Šentjernej;Sentjernej;Slovenia;Šentjernej
47233;Peterborough;Peterborough;Australia;South Australia
47234;Cerkno;Cerkno;Slovenia;Cerkno
47235;Oplotnica;Oplotnica;Slovenia;Oplotnica
47236;Machinga;Machinga;Malawi;Machinga
47237;Port Denison;Port Denison;Australia;Western Australia
47238;Tsau;Tsau;Botswana;North West
47239;Uummannaq;Uummannaq;Greenland;Avannaata
47240;Xocal?;Xocali;Azerbaijan;Xocal?
47241;Šmartno;Smartno;Slovenia;Šmartno pri Litiji
47242;Penola;Penola;Australia;South Australia
47243;Mirna;Mirna;Slovenia;Mirna
47244;Kazachye;Kazachye;Russia;Sakha (Yakutiya)
47245;Nakhodka;Nakhodka;Russia;Yamalo-Nenetskiy Avtonomnyy Okrug
47246;Selnica ob Dravi;Selnica ob Dravi;Slovenia;Selnica ob Dravi
47247;Kingston South East;Kingston South East;Australia;South Australia
47248;Nyimba;Nyimba;Zambia;Eastern
47249;Veymandoo;Veymandoo;Maldives;Kolhumadulu
47250;Lubutu;Lubutu;Congo (Kinshasa);Maniema
47251;Wagin;Wagin;Australia;Western Australia
47252;Fulacunda;Fulacunda;Guinea-Bissau;Quinara
47253;Paamiut;Paamiut;Greenland;Sermersooq
47254;Greytown;Greytown;Nicaragua;Río San Juan
47255;Bala Cangamba;Bala Cangamba;Angola;Moxico
47256;Tarutung;Tarutung;Indonesia;Sumatera Utara
47257;Santo António;Santo Antonio;Sao Tome and Principe;Príncipe
47258;Novaci;Novaci;North Macedonia;Novaci
47259;Bosilovo;Bosilovo;North Macedonia;Bosilovo
47260;Safotu;Safotu;Samoa;Gagaifomauga
47261;Kalbarri;Kalbarri;Australia;Western Australia
47262;Villa Rumipal;Villa Rumipal;Argentina;Córdoba
47263;Dornava;Dornava;Slovenia;Dornava
47264;Mogila;Mogila;North Macedonia;Mogila
47265;Kidri?evo;Kidricevo;Slovenia;Kidri?evo
47266;Katherine;Katherine;Australia;Northern Territory
47267;Mabaruma;Mabaruma;Guyana;Barima-Waini
47268;Tulagi;Tulagi;Solomon Islands;Central
47269;Novo Selo;Novo Selo;North Macedonia;Novo Selo
47270;Barcaldine;Barcaldine;Australia;Queensland
47271;Villa Martín Colchak;Villa Martin Colchak;Bolivia;Potosí
47272;Ubombo;Ubombo;South Africa;KwaZulu-Natal
47273;Regedor Quissico;Regedor Quissico;Mozambique;Inhambane
47274;Çeleken;Celeken;Turkmenistan;Balkan
47275;Isangel;Isangel;Vanuatu;Tafea
47276;Buluko;Buluko;Congo (Kinshasa);Nord-Kivu
47277;Leulumoega;Leulumoega;Samoa;A‘ana
47278;Faetano;Faetano;San Marino;Faetano
47279;Horjul;Horjul;Slovenia;Horjul
47280;A?dam;Agdam;Azerbaijan;Tovuz
47281;?renšovci;Crensovci;Slovenia;?renšovci
47282;Daga;Daga;Bhutan;Dagana
47283;Los Blancos;Los Blancos;Argentina;Salta
47284;Kanal;Kanal;Slovenia;Kanal ob So?i
47285;Asau;Asau;Samoa;Vaisigano
47286;Gorenja Vas;Gorenja Vas;Slovenia;Gorenja Vas-Poljane
47287;Lavrentiya;Lavrentiya;Russia;Chukotskiy Avtonomnyy Okrug
47288;Puerto Acosta;Puerto Acosta;Bolivia;La Paz
47289;Verkhoyansk;Verkhoyansk;Russia;Sakha (Yakutiya)
47290;Mirb??;Mirbat;Oman;Z?uf?r
47291;Ñacunday;Nacunday;Paraguay;Alto Paraná
47292;Polj?ane;Poljcane;Slovenia;Polj?ane
47293;Dikson;Dikson;Russia;Krasnoyarskiy Kray
47294;Uad Damran;Uad Damran;Morocco;Laâyoune-Sakia El Hamra
47295;Plužine;Pluzine;Montenegro;Plužine
47296;Ljubno;Ljubno;Slovenia;Ljubno
47297;Susques;Susques;Argentina;Jujuy
47298;Upernavik;Upernavik;Greenland;Avannaata
47299;Schellenberg;Schellenberg;Liechtenstein;Schellenberg
47300;Chumikan;Chumikan;Russia;Khabarovskiy Kray
47301;Innisfail;Innisfail;Australia;Queensland
47302;Klyuchi;Klyuchi;Russia;Kamchatskiy Kray
47303;Kobarid;Kobarid;Slovenia;Kobarid
47304;Qasigiannguit;Qasigiannguit;Greenland;Qeqertalik
47305;Benedikt;Benedikt;Slovenia;Benedikt
47306;Mazatán;Mazatan;Mexico;Sonora
47307;Hagåtña;Hagta;Guam;
47308;Fulin;Fulin;China;Sichuan
47309;Andrijevica;Andrijevica;Montenegro;Andrijevica
47310;Oranjestad;Oranjestad;Bonaire, Sint Eustatius, and Saba;Sint Eustatius
47311;Mata-Utu;Mata-Utu;Wallis and Futuna;Uvea
47312;Ouyen;Ouyen;Australia;Victoria
47313;Gornji Grad;Gornji Grad;Slovenia;Gornji Grad
47314;Mirna Pe?;Mirna Pec;Slovenia;Mirna Pe?
47315;Hughenden;Hughenden;Australia;Queensland
47316;Haya;Haya;Sudan;Red Sea
47317;Cowell;Cowell;Australia;South Australia
47318;Yélimané;Yelimane;Mali;Kayes
47319;Središ?e ob Dravi;Sredisce ob Dravi;Slovenia;Središ?e ob Dravi
47320;General Eugenio A. Garay;General Eugenio A. Garay;Paraguay;Boquerón
47321;Montegiardino;Montegiardino;San Marino;Montegiardino
47322;Streaky Bay;Streaky Bay;Australia;South Australia
47323;Morav?e;Moravce;Slovenia;Morav?e
47324;Príncipe da Beira;Principe da Beira;Brazil;Rondônia
47325;Lufilufi;Lufilufi;Samoa;Atua
47326;Dobrovnik;Dobrovnik;Slovenia;Dobrovnik
47327;Daraj;Daraj;Libya;N?l?t
47328;Fontana;Fontana;Malta;Fontana
47329;Dobrova;Dobrova;Slovenia;Dobrova-Polhov Gradec
47330;Ayan;Ayan;Russia;Khabarovskiy Kray
47331;Kon?e;Konce;North Macedonia;Kon?e
47332;Shamva;Shamva;Zimbabwe;Mashonaland Central
47333;Laverton;Laverton;Australia;Western Australia
47334;Veržej;Verzej;Slovenia;Veržej
47335;Komenda;Komenda;Slovenia;Komenda
47336;Dolenjske Toplice;Dolenjske Toplice;Slovenia;Dolenjske Toplice
47337;Nazarje;Nazarje;Slovenia;Nazarje
47338;Rostuša;Rostusa;North Macedonia;Mavrovo i Rostuše
47339;Hoskins;Hoskins;Papua New Guinea;West New Britain
47340;Velika Polana;Velika Polana;Slovenia;Velika Polana
47341;Luanza;Luanza;Congo (Kinshasa);Haut-Katanga
47342;Meningie;Meningie;Australia;South Australia
47343;Vitanje;Vitanje;Slovenia;Vitanje
47344;Gorišnica;Gorisnica;Slovenia;Gorišnica
47345;Winton;Winton;Australia;Queensland
47346;Hamilton;Hamilton;Bermuda;Hamilton
47347;Yulara;Yulara;Australia;Northern Territory
47348;Gingin;Gingin;Australia;Western Australia
47349;Jegunovce;Jegunovce;North Macedonia;Jegunovce
47350;Ozurgeti;Ozurgeti;Georgia;Guria
47351;Pesnica;Pesnica;Slovenia;Pesnica
47352;Sodražica;Sodrazica;Slovenia;Sodražica
47353;Godhavn;Godhavn;Greenland;Qeqertalik
47354;Stari Trg;Stari Trg;Slovenia;Loška Dolina
47355;Preddvor;Preddvor;Slovenia;Preddvor
47356;Vatican City;Vatican City;Vatican City;
47357;Charaña;Charana;Bolivia;La Paz
47358;Onslow;Onslow;Australia;Western Australia
47359;Zgornja Hajdina;Zgornja Hajdina;Slovenia;Hajdina
47360;Bicheno;Bicheno;Australia;Tasmania
47361;Omolon;Omolon;Russia;Chukotskiy Avtonomnyy Okrug
47362;Vailoa;Vailoa;Samoa;Palauli
47363;Starše;Starse;Slovenia;Starše
47364;Muhembo;Muhembo;Botswana;North West
47365;Sveta Trojica v Slovenskih Goricah;Sveta Trojica v Slovenskih Goricah;Slovenia;Sveta Trojica v Slovenskih Goricah
47366;Moravske-Toplice;Moravske-Toplice;Slovenia;Moravske Toplice
47367;San Lawrenz;San Lawrenz;Malta;San Lawrenz
47368;Yaren;Yaren;Nauru;Yaren
47369;Yerëma;Yerema;Russia;Irkutskaya Oblast’
47370;Wyndham;Wyndham;Australia;Western Australia
47371;Rankovce;Rankovce;North Macedonia;Rankovce
47372;Comallo;Comallo;Argentina;Río Negro
47373;Velike Laš?e;Velike Lasce;Slovenia;Velike Laš?e
47374;Jamestown;Jamestown;Saint Helena, Ascension, and Tristan da Cunha;Saint Helena
47375;Hvalba;Hvalba;Faroe Islands;Hvalba
47376;Zhilinda;Zhilinda;Russia;Sakha (Yakutiya)
47377;Satadougou;Satadougou;Mali;Kayes
47378;Lakatoro;Lakatoro;Vanuatu;Malampa
47379;Mokronog;Mokronog;Slovenia;Mokronog-Trebelno
47380;Roebourne;Roebourne;Australia;Western Australia
47381;Manily;Manily;Russia;Kamchatskiy Kray
47382;Zhaltyr;Zhaltyr;Kazakhstan;Aqmola
47383;Sopište;Sopiste;North Macedonia;Sopište
47384;Kostanjevica na Krki;Kostanjevica na Krki;Slovenia;Kostanjevica na Krki
47385;Pannawonica;Pannawonica;Australia;Western Australia
47386;Linxi;Linxi;China;Inner Mongolia
47387;Ituni;Ituni;Guyana;Upper Demerara-Berbice
47388;Meekatharra;Meekatharra;Australia;Western Australia
47389;Obleševo;Oblesevo;North Macedonia;?ešinovo-Obleševo
47390;Qubadl?;Qubadli;Azerbaijan;Qubadl?
47391;Leonora;Leonora;Australia;Western Australia
47392;Massangena;Massangena;Mozambique;Gaza
47393;Gawler;Gawler;Australia;South Australia
47394;Qaanaaq;Qaanaaq;Greenland;Avannaata
47395;Komen;Komen;Slovenia;Komen
47396;Šmartno;Smartno;Slovenia;Šmartno ob Paki
47397;Kozje;Kozje;Slovenia;Kozje
47398;Puconci;Puconci;Slovenia;Puconci
47399;Vasilevo;Vasilevo;North Macedonia;Vasilevo
47400;Calatrava;Calatrava;Equatorial Guinea;Litoral
47401;Bangar;Bangar;Brunei;Temburong
47402;Grad;Grad;Slovenia;Grad
47403;Uelen;Uelen;Russia;Chukotskiy Avtonomnyy Okrug
47404;Nkurenkuru;Nkurenkuru;Namibia;Kavango West
47405;Tigoa;Tigoa;Solomon Islands;Rennell and Bellona
47406;Villa O’Higgins;Villa O'Higgins;Chile;Aysén
47407;Kimba;Kimba;Australia;South Australia
47408;Majšperk;Majsperk;Slovenia;Majšperk
47409;Dibaya;Dibaya;Congo (Kinshasa);Kasaï Central
47410;Panda;Panda;Mozambique;Inhambane
47411;Gastre;Gastre;Argentina;Chubut
47412;Saleaula;Saleaula;Samoa;Gaga‘emauga
47413;K?lb?c?r;Kalbacar;Azerbaijan;K?lb?c?r
47414;Alofi;Alofi;Niue;
47415;Quilpie;Quilpie;Australia;Queensland
47416;Videm;Videm;Slovenia;Dobrepolje
47417;Pod?etrtek;Podcetrtek;Slovenia;Pod?etrtek
47418;Karbinci;Karbinci;North Macedonia;Karbinci
47419;Sabaya;Sabaya;Bolivia;Oruro
47420;Mikhalkino;Mikhalkino;Russia;Sakha (Yakutiya)
47421;Oatlands;Oatlands;Australia;Tasmania
47422;Zgornje Jezersko;Zgornje Jezersko;Slovenia;Jezersko
47423;Chiramba;Chiramba;Mozambique;Manica
47424;Norseman;Norseman;Australia;Western Australia
47425;Lata;Lata;Solomon Islands;Temotu
47426;Llica;Llica;Bolivia;Potosí
47427;Mereeg;Mereeg;Somalia;Galguduud
47428;Telsen;Telsen;Argentina;Chubut
47429;Apa?e;Apace;Slovenia;Apa?e
47430;Kobilje;Kobilje;Slovenia;Kobilje
47431;Wilcannia;Wilcannia;Australia;New South Wales
47432;Dobrna;Dobrna;Slovenia;Dobrna
47433;Zgornje Gorje;Zgornje Gorje;Slovenia;Gorje
47434;Calenga;Calenga;Angola;Bié
47435;Southern Cross;Southern Cross;Australia;Western Australia
47436;Lozovo;Lozovo;North Macedonia;Lozovo
47437;Re?ica;Recica;Slovenia;Re?ica ob Savinji
47438;Caluula;Caluula;Somalia;Bari
47439;Tournavista;Tournavista;Peru;Huánuco
47440;Felidhoo;Felidhoo;Maldives;Felidheatholhu
47441;Tmassah;Tmassah;Libya;Murzuq
47442;Puerto Pinasco;Puerto Pinasco;Paraguay;Presidente Hayes
47443;Oymyakon;Oymyakon;Russia;Sakha (Yakutiya)
47444;Tchitado;Tchitado;Angola;Cunene
47445;Yakossi;Yakossi;Central African Republic;Mbomou
47446;Križevci;Krizevci;Slovenia;Križevci
47447;Markovci;Markovci;Slovenia;Markovci
47448;Staro Nagori?ane;Staro Nagoricane;North Macedonia;Staro Nagori?ane
47449;Šmarješke Toplice;Smarjeske Toplice;Slovenia;Šmarješke Toplice
47450;Karumba;Karumba;Australia;Queensland
47451;Planken;Planken;Liechtenstein;Planken
47452;Kempsey;Kempsey;Australia;New South Wales
47453;Mount Magnet;Mount Magnet;Australia;Western Australia
47454;Vreed-en-Hoop;Vreed-en-Hoop;Guyana;Essequibo Islands-West Demerara
47455;The Bottom;The Bottom;Bonaire, Sint Eustatius, and Saba;Saba
47456;Richmond;Richmond;Australia;Queensland
47457;Kullorsuaq;Kullorsuaq;Greenland;Avannaata
47458;Cirkulane;Cirkulane;Slovenia;Cirkulane
47459;Videm pri Ptuju;Videm pri Ptuju;Slovenia;Videm
47460;Woomera;Woomera;Australia;South Australia
47461;Brvenica;Brvenica;North Macedonia;Brvenica
47462;Dhuusamarreeb;Dhuusamarreeb;Somalia;Galguduud
47463;Skopun;Skopun;Faroe Islands;Skopun
47464;Morawa;Morawa;Australia;Western Australia
47465;Lukovica;Lukovica;Slovenia;Lukovica
47466;Theodore;Theodore;Australia;Queensland
47467;Crna Trava;Crna Trava;Serbia;Crna Trava
47468;Kuzma;Kuzma;Slovenia;Kuzma
47469;Eidsvold;Eidsvold;Australia;Queensland
47470;G?asri;Ghasri;Malta;G?asri
47471;Buabidi;Buabidi;Panama;Ngäbe-Buglé
47472;Montes Claros;Montes Claros;Brazil;Minas Gerais
47473;Cankova;Cankova;Slovenia;Cankova
47474;Hvannasund;Hvannasund;Faroe Islands;Hvannasund
47475;Tsavo;Tsavo;Kenya;Taita/Taveta
47476;Sherlovaya Gora;Sherlovaya Gora;Russia;Zabaykal’skiy Kray
47477;Gornji Petrovci;Gornji Petrovci;Slovenia;Gornji Petrovci
47478;Tišina;Tisina;Slovenia;Tišina
47479;Ribnica;Ribnica;Slovenia;Ribnica na Pohorju
47480;Lu?e;Luce;Slovenia;Lu?e
47481;Nizhneyansk;Nizhneyansk;Russia;Sakha (Yakutiya)
47482;Tandil;Tandil;Argentina;Buenos Aires
47483;Espungabera;Espungabera;Mozambique;Manica
47484;Šalovci;Salovci;Slovenia;Šalovci
47485;Brades;Brades;Montserrat;Saint Peter
47486;Juršinci;Jursinci;Slovenia;Juršinci
47487;Podlehnik;Podlehnik;Slovenia;Podlehnik
47488;Braslov?e;Braslovce;Slovenia;Braslov?e
47489;Toconao;Toconao;Chile;Antofagasta
47490;Trnovska Vas;Trnovska Vas;Slovenia;Trnovska Vas
47491;Šavnik;Savnik;Montenegro;Šavnik
47492;Rinconada;Rinconada;Argentina;Jujuy
47493;Jurovski Dol;Jurovski Dol;Slovenia;Sveti Jurij v Slovenskih Goricah
47494;Three Springs;Three Springs;Australia;Western Australia
47495;Centar Župa;Centar Zupa;North Macedonia;Centar Župa
47496;Hrib-Loški Potok;Hrib-Loski Potok;Slovenia;Loški Potok
47497;Ravensthorpe;Ravensthorpe;Australia;Western Australia
47498;Scoresbysund;Scoresbysund;Greenland;Sermersooq
47499;Kingston;Kingston;Norfolk Island;
47500;Vitomarci;Vitomarci;Slovenia;Sveti Andraž v Slovenskih Goricah
47501;Burubaytal;Burubaytal;Kazakhstan;Zhambyl
47502;Dobrovo;Dobrovo;Slovenia;Brda
47503;Leava;Leava;Wallis and Futuna;Sigave
47504;Pine Creek;Pine Creek;Australia;Northern Territory
47505;Keflavík;Keflavik;Iceland;Reykjanesbær
47506;Šentrupert;Sentrupert;Slovenia;Šentrupert
47507;Basse-Terre;Basse-Terre;Guadeloupe;
47508;Umm al ‘Ab?d;Umm al `Abid;Libya;W?d? ash Sh??i’
47509;Dolneni;Dolneni;North Macedonia;Dolneni
47510;Araouane;Araouane;Mali;Tombouctou
47511;Halfmoon Bay;Halfmoon Bay;New Zealand;Southland
47512;Bugrino;Bugrino;Russia;Nenetskiy Avtonomnyy Okrug
47513;Shoyna;Shoyna;Russia;Nenetskiy Avtonomnyy Okrug
47514;Buur Gaabo;Buur Gaabo;Somalia;Jubbada Hoose
47515;Podvelka;Podvelka;Slovenia;Podvelka
47516;Put’ Lenina;Put' Lenina;Russia;Sakha (Yakutiya)
47517;Cazombo;Cazombo;Angola;Moxico
47518;Bel?išta;Belcista;North Macedonia;Debarca
47519;Enurmino;Enurmino;Russia;Chukotskiy Avtonomnyy Okrug
47520;Porkeri;Porkeri;Faroe Islands;Porkeri
47521;Nova Vas;Nova Vas;Slovenia;Bloke
47522;Yaupi;Yaupi;Ecuador;Morona-Santiago
47523;Imdina;Imdina;Malta;Imdina
47524;Ikela;Ikela;Congo (Kinshasa);Tshuapa
47525;Amderma;Amderma;Russia;Nenetskiy Avtonomnyy Okrug
47526;Hodoš;Hodos;Slovenia;Hodoš
47527;Dol;Dol;Slovenia;Dol pri Ljubljani
47528;?u?er-Sandevo;Cucer-Sandevo;North Macedonia;?u?er-Sandevo
47529;Zelenikovo;Zelenikovo;North Macedonia;Zelenikovo
47530;Melekeok;Melekeok;Palau;Melekeok
47531;Ngerulmud;Ngerulmud;Palau;Melekeok
47532;Andamooka;Andamooka;Australia;South Australia
47533;Tomaž pri Ormožu;Tomaz pri Ormozu;Slovenia;Sveti Tomaž
47534;Tasiusaq;Tasiusaq;Greenland;Avannaata
47535;Adelaide River;Adelaide River;Australia;Northern Territory
47536;Kulusuk;Kulusuk;Greenland;Sermersooq
47537;Burketown;Burketown;Australia;Queensland
47538;Bistrica ob Sotli;Bistrica ob Sotli;Slovenia;Bistrica ob Sotli
47539;Škocjan;Skocjan;Slovenia;Škocjan
47540;Kanyato;Kanyato;Tanzania;Kigoma
47541;Amau;Amau;Papua New Guinea;Central
47542;Kairaki;Kairaki;New Zealand;Canterbury
47543;Georgetown;Georgetown;Australia;Queensland
47544;Makole;Makole;Slovenia;Makole
47545;Boulia;Boulia;Australia;Queensland
47546;Sveti Jurij;Sveti Jurij;Slovenia;Sveti Jurij ob Š?avnici
47547;Sol?ava;Solcava;Slovenia;Sol?ava
47548;Carnarvon;Carnarvon;Australia;Western Australia
47549;Thargomindah;Thargomindah;Australia;Queensland
47550;Destrnik;Destrnik;Slovenia;Destrnik
47551;Kraulshavn;Kraulshavn;Greenland;Avannaata
47552;Tamworth;Tamworth;Australia;New South Wales
47553;Lusanga;Lusanga;Congo (Kinshasa);Kwango
47554;Hurdiyo;Hurdiyo;Somalia;Bari
47555;Port Pirie;Port Pirie;Australia;South Australia
47556;Korf;Korf;Russia;Kamchatskiy Kray
47557;Androka;Androka;Madagascar;Toliara
47558;Cerkvenjak;Cerkvenjak;Slovenia;Cerkvenjak
47559;Ivanhoe;Ivanhoe;Australia;New South Wales
47560;Al Qunay?irah;Al Qunaytirah;Syria;Al Qunay?irah
47561;Camooweal;Camooweal;Australia;Queensland
47562;Bafwasende;Bafwasende;Congo (Kinshasa);Tshopo
47563;Progress;Progress;Russia;Amurskaya Oblast’
47564;Razkrižje;Razkrizje;Slovenia;Razkrižje
47565;Buton;Buton;Indonesia;Kepulauan Riau
47566;Bifoun;Bifoun;Gabon;Moyen-Ogooué
47567;Kangersuatsiaq;Kangersuatsiaq;Greenland;Avannaata
47568;Narsarsuaq;Narsarsuaq;Greenland;Kujalleq
47569;Bedourie;Bedourie;Australia;Queensland
47570;Petrovec;Petrovec;North Macedonia;Petrovec
47571;Mount Isa;Mount Isa;Australia;Queensland
47572;Fort Wellington;Fort Wellington;Guyana;Mahaica-Berbice
47573;Dobje;Dobje;Slovenia;Dobje
47574;Punta Prieta;Punta Prieta;Mexico;Baja California
47575;Il’pyrskiy;Il'pyrskiy;Russia;Kamchatskiy Kray
47576;Birdsville;Birdsville;Australia;Queensland
47577;Star Dojran;Star Dojran;North Macedonia;Dojran
47578;Želino;Zelino;North Macedonia;Želino
47579;Windorah;Windorah;Australia;Queensland
47580;Al ‘Uqaylah;Al `Uqaylah;Libya;Al W???t
47581;Lemsid;Lemsid;Morocco;Laâyoune-Sakia El Hamra
47582;Mukhomornoye;Mukhomornoye;Russia;Chukotskiy Avtonomnyy Okrug
47583;Vorontsovo;Vorontsovo;Russia;Krasnoyarskiy Kray
47584;Grytviken;Grytviken;South Georgia and South Sandwich Islands;
47585;Füzuli;Fuzuli;Azerbaijan;Füzuli
47586;Venado Tuerto;Venado Tuerto;Argentina;Santa Fe
47587;Fámjin;Famjin;Faroe Islands;Fámjin
47588;Osilnica;Osilnica;Slovenia;Osilnica
47589;Piso Firme;Piso Firme;Bolivia;El Beni
47590;Studeni?ani;Studenicani;North Macedonia;Studeni?ani
47591;Pag?giai;Pagegiai;Lithuania;Pagégiai
47592;Savissivik;Savissivik;Greenland;Avannaata
47593;Adamstown;Adamstown;Pitcairn Islands;
